user_id,course_membership_role,course_membership_ts
0090a9fd019e9a1a1c61098aa14101fad784d6bf,LEARNER,05/08/18 15:01
00942bd0278bf650da9b3486046a8d2e5ebda68a,LEARNER,28/01/19 15:51
0094c6b40f3b5cb9ddf12a2c9ea70dd8f9db7f82,LEARNER,23/06/18 12:11
0096a8c5feeb0d4d20e3fe887dadf2c40eda6083,LEARNER,24/05/18 5:04
009f867c05405bd588b38983a113aecca044a955,LEARNER,09/06/18 6:10
00a38a30c431f772058d1018dbd51ae131f3fcf7,LEARNER,02/07/19 23:01
00a38a30c431f772058d1018dbd51ae131f3fcf7,NOT_ENROLLED,16/07/19 14:41
00a41a863cc828c273352ac11f793b88b0a4fb4b,LEARNER,22/05/18 6:41
00a73630b9fba247783d4fcd512bda70bae8df22,LEARNER,22/06/18 8:42
00a874838489f6469223cdfa56df58cfd3364573,LEARNER,13/11/18 9:19
00a9a6c1413278a7e2bb59ab6c6018e06e1d5274,LEARNER,29/05/18 9:09
00aafc3b5d5f8e06bb32feda03084085c8cc56db,LEARNER,22/07/19 16:44
00acbc1b0895905d5a5e0e2e43a675c831215f1f,LEARNER,29/06/18 17:37
00b085b6768134ec687d657ef93b230eacca0a3b,LEARNER,04/06/18 23:29
00b12fdbd62eaef29dd3fd66afa93dc0938bddcb,LEARNER,22/05/18 5:06
00b28b9e0899ae7c5b842ba195ae80b26ffb297d,LEARNER,24/10/18 8:30
00b34ad1a3c95e2c5ec6ddd2e1734a417f53e051,LEARNER,15/08/18 15:28
00b633b1e73d538d01f8bebe35eeef8bd0c6a307,LEARNER,26/06/18 16:51
00b82e0610ba1ff9201ec048302624c6c9299caa,LEARNER,22/07/18 11:51
00be18bb11603e03a0d48a346483891bc130614e,LEARNER,11/01/19 20:30
00bf79e74e0cfadc355e471af05e62867f631f36,LEARNER,01/10/18 16:56
00c27705985e1f37b74b220269c947bf581f4b14,LEARNER,30/07/19 16:01
00c35fca029e9d9a8c969642afeb52ce39350495,LEARNER,08/06/18 4:59
00c7749dd45113b27d513e3e0c4c7be3057decff,LEARNER,22/06/18 9:46
00c795e828420fd6c1402292adedae652d7b13d6,LEARNER,16/05/19 16:58
00cac420ed865e1fe487f52f82010656a325f89b,LEARNER,22/08/18 13:32
00cfe0342a9c41551c9b7d2d1ad11ed8ce875736,LEARNER,21/06/18 3:23
00d13611b74805e47043f9f6c639f1b64adae5aa,LEARNER,26/05/18 6:45
00d13a934996e3b82039f4f6926089a001685250,LEARNER,04/08/18 17:44
00d4ebc97e2659a63e5a74b6f4e02acc4e83f8f5,LEARNER,30/01/19 8:13
00da3edf73fb322244222ebda8fee6bb96444fd0,LEARNER,01/06/18 12:08
00df5a5874d4b16f678f0862047ffece44539cbd,LEARNER,11/06/18 14:58
00e1db2e2e27c2468d098132d5d9aefa496f8b74,LEARNER,22/10/18 19:46
00e3a6c88b666fc2ccfe4b43a7be10bcf9f6ef47,LEARNER,23/07/18 9:33
00e6f0eae9d559b5172dc3d5d33cae0a3176a9d5,LEARNER,17/08/18 17:07
00eb66ab96e2850541c2008cdec3b65ddb0b8282,LEARNER,01/10/18 19:34
00f141c53777e745fa174b78a69d6f54b48e3bcd,LEARNER,17/09/18 16:04
00f1b3b7455fddbbf3feccf0bca12f77c4d6495e,LEARNER,26/08/18 7:26
00f305074b2dc412853ca2a4f8616dd6e23cd4cd,LEARNER,08/06/18 6:24
00f456b8b538ebac944238a05b747b2ebbff3ffe,LEARNER,04/01/19 4:11
00f532dd39d5aa600b146e30c19055acd3330270,LEARNER,12/10/18 14:21
00f5c433b58e7692600b64abd57cc7cde1358dd2,LEARNER,09/11/18 5:03
00f88079f14036ad4b7fc96797a1e34074195e13,LEARNER,26/01/19 16:01
00ff91881228c3d7d8c4c79fbcebba0728dc6901,LEARNER,03/08/18 14:33
01000e8c66823ebdd0c8693b80e43d2ea6a3c941,LEARNER,09/06/18 10:51
0101c84ba14d61739684749c66906c36325b87ac,LEARNER,15/04/19 7:49
01050c367fcbcbcbdfa4a3494e61b2e311b09fdc,LEARNER,18/03/19 11:51
0107505bcfb713b0e2e379a39471df7104e537f0,LEARNER,12/06/18 15:23
0107baa56457183750e5ae4358c00bdfe6c06a77,LEARNER,01/08/18 15:17
010b8b4ab07ae744a66ca36ab416e347680cb687,LEARNER,10/06/18 16:38
010c448ade2a5e2128f0cd2ef2273eaae9c86dbe,LEARNER,27/09/18 21:39
010da5d69b1d02331f15431e9baaafdea4613792,LEARNER,31/01/19 22:47
010da5d69b1d02331f15431e9baaafdea4613792,NOT_ENROLLED,16/05/19 15:46
010dd91642f596f99991d2abccf07311a1887110,LEARNER,20/11/18 2:23
0114b3ab30992a38c29697262470ef53e3c196f7,LEARNER,20/08/18 8:38
0115825ca882a0f429024a0092678d8a105a40f1,LEARNER,24/05/18 7:42
0115825ca882a0f429024a0092678d8a105a40f1,NOT_ENROLLED,19/06/18 7:21
011c45335ba3966027366fae4e99cb85323e02b3,LEARNER,09/10/18 15:47
0120aab5cfddb2c88d9ab3b80bff705776175f74,LEARNER,19/01/19 11:25
01220725f8353f2e4ddd6978721f2da81a17a597,LEARNER,23/09/18 13:17
0122be497c182559270e39bda21a31551b24e204,LEARNER,10/10/18 21:59
0129f3ce39d1414b4acaad6dc99d8782a0397483,LEARNER,09/11/18 0:05
012eb66552ec6f1070b0c49e334ac98e2ad596ef,LEARNER,21/06/18 3:38
012fdf8bea155e440dde9bab41ffea6567eab4ae,LEARNER,01/12/18 21:19
0134398192968c5cb6e93001270495fbabf90bf3,LEARNER,14/04/19 20:31
0137b0aa51bff6d22ffa835087872dc7c2a366a3,LEARNER,09/06/18 4:57
01388ce1848e8669bf826e33dcd7f6c7d45c5c6c,LEARNER,24/05/18 8:56
013b3eff337f584bed18554bcd0703b08630394e,LEARNER,10/06/18 15:24
013fefc591e05bcc5a09c52bf343e6d1e1fe0ff6,LEARNER,15/06/18 15:04
01406afc267e8357645eae0e1170be425374fe17,LEARNER,24/04/19 16:35
014568403c255fe088521f6113ce87630df46082,LEARNER,27/05/18 19:20
014770499d5aba4863fd96cc3202c2c1762e0c98,LEARNER,28/11/18 15:48
0149fe6000d0fb72f6664a0389dc35e35da90ba3,LEARNER,26/05/18 6:25
014dbb53914fd53cead29031278df7a6cef4b472,LEARNER,15/06/18 18:07
01505e9d513be00c1c7e41939fb94bc2301d1994,LEARNER,19/02/19 3:15
0150b6003211040158ba3ddb325e77d1f1174c75,LEARNER,03/08/18 6:33
0150d3e31aad3800cb649f00b2b442e1b48c3058,LEARNER,10/03/19 7:51
0150d40fd8200c5863d10c6aa2938b97dc58d77c,LEARNER,14/10/18 21:21
01533ad5d7f5c83e8d0c83a4d0e76a374e128f33,LEARNER,24/05/18 1:02
0154c87305306db964a8eecb6600a29cf8dd9497,LEARNER,31/01/19 8:26
0155204cb691acfd8ed7b45fc8bda9835e60d171,LEARNER,05/10/18 19:50
0155243c8ac2722725e7e52f3e2072877ca2f2f0,LEARNER,07/06/18 12:43
015c3c1b2ac44a4ba4b7106d82514f6277c53198,LEARNER,31/05/18 17:08
015df3d68306dc4484167f074be6cd1c71ae6809,LEARNER,11/06/19 3:26
015e3df0d64fb879b7a33e20a09c7796a903b7f7,LEARNER,18/08/18 7:13
01660c9c598d2b3ceb0db18874125caa81765259,LEARNER,07/06/18 7:03
016bfe38e203a8e55103961795706f66b7f9812e,LEARNER,25/05/18 8:05
016e0e68621f118e013aeb6e5aca2e368356b8ff,LEARNER,22/05/18 15:07
01793e313caa6e4e4ee848075041ed6f8d4420e4,LEARNER,27/05/18 6:35
017a048401af3cd48c117ece2bb7d8509bf7fff3,LEARNER,16/09/18 11:48
017c4e4bc0808af998a5e8b83a5658deadcad681,LEARNER,24/05/18 0:47
017cf4eec62c92372e7f119a1e457ee1973d7c4b,LEARNER,30/10/18 17:39
017f85872c197f7b5a999456e76f4b2766d52ee5,LEARNER,26/05/18 19:03
017f85872c197f7b5a999456e76f4b2766d52ee5,NOT_ENROLLED,22/08/18 3:46
017f902d3b403e149f20cad06d174adc35d8a71a,LEARNER,15/07/19 16:15
01822f0566febb56f6d513a1763bd8240a4d6ace,LEARNER,22/12/18 22:43
018302e6b54c5f1e04e0034b1e5119b02cc9c49d,LEARNER,07/08/18 1:59
018c30a78933ccc7f8fc7919d9d89a3464c074f5,LEARNER,22/01/19 17:40
018e4bbab815def5f79ee4f807c850ca6b7dd92f,LEARNER,17/02/19 6:41
01901bfa7629b1731a14d7fe5cb647b35408fec5,LEARNER,30/11/18 2:20
01902bda9297c5fce8c5dc76e24e1026c48edc33,LEARNER,26/01/19 18:16
0190897a80d66d0eb39e007ed2fb9b6cd300ecc3,LEARNER,16/11/18 18:49
0191a21cb4c3cc0c91efe909ce5d85294dc8b933,LEARNER,28/06/18 12:34
0192e209a1664c97994443203f9fe9266d3e9ad4,LEARNER,14/11/18 5:36
01948cc0cd2f9d2ddfb0c58ed28591dd0113723b,LEARNER,10/06/19 12:50
019632cf69ee2326a857dc819532051556bc6181,LEARNER,04/01/19 4:23
0196c74fe3b0ffcc47cac72658ae92aa7e172999,LEARNER,09/10/18 19:19
019950dc8a7d38fac70986de7bcf2afdda763405,LEARNER,05/08/18 16:52
019950dc8a7d38fac70986de7bcf2afdda763405,NOT_ENROLLED,20/02/19 22:12
019cda89eb60b10d613a45cbde07f372859c0169,LEARNER,28/06/18 11:04
019ee69192a10f862c06fa0f3a21cdb973fbeae3,LEARNER,23/05/18 17:01
01a3d0a18d0c034417811e65162be5d855b4eba7,LEARNER,10/10/18 10:15
01aaf82f0f7c40b65229770bf07d9333dbf1ec66,LEARNER,22/03/19 2:35
01ade99a7923aea177c45abc5aba879314883afe,LEARNER,15/06/18 11:07
01b5d052b723293f107f8a86bc625c988703dea5,LEARNER,27/01/19 12:02
01b67cbb83e53aa88c3536eba09a75609df66656,LEARNER,14/12/18 14:09
01b785875f928b7c1ee39b915047845950e7c4c4,LEARNER,21/09/18 9:49
01b9d7e18625ca2e8b0718ca236630bfcab5c459,LEARNER,31/05/19 16:51
01bd8a0640e56b2130bf2ffaacbf253985289204,LEARNER,14/08/18 1:29
01bd8a0640e56b2130bf2ffaacbf253985289204,NOT_ENROLLED,15/08/18 1:16
01be9a696dd1183dad4d2f7cb8f77e9cd2c842ff,LEARNER,04/06/18 5:12
01bf90b974e51f052574196815f7c211b8d52785,LEARNER,03/08/18 7:30
01c2d7a9c0eb3dd64ba9ab9778a2268c5c7b6190,LEARNER,26/12/18 13:58
01c670625e0afceab3edbc27b085bf8cccd7551d,LEARNER,27/01/19 7:15
01c88577443a552e417a1a70cb69184e07973ae2,LEARNER,23/11/18 8:05
01c8f03f26824e637bfcd87fc0c9c1e5ea4f301a,LEARNER,26/05/19 2:04
01ce6988b7280a539e6b8224e4b932cef14b5b72,LEARNER,21/06/18 9:23
01ced05b5fc30dfd7370f126e8d0780953de5326,LEARNER,15/07/19 16:28
01d115e575916a63ccd474ed4755f18eba94628d,LEARNER,19/06/18 17:56
01d3d31a7ccc87eb76de3d576f26e3ca32a33e50,LEARNER,27/02/19 14:35
01d5a4e876226fc4f94a2a183c8a597054249c22,LEARNER,21/05/19 6:57
01d6345e8d9a0f36b754ea49cffaeb940b5b6a8f,LEARNER,29/12/18 13:17
01d65c627e6b7fbed4004c1a24ba32b540e25477,LEARNER,21/05/18 20:30
01da15f840a304c134eb53fd35914a915b515f73,LEARNER,24/05/18 6:59
01da15f840a304c134eb53fd35914a915b515f73,NOT_ENROLLED,24/05/18 8:58
01dbcf0b9f817f71e3cd57a2b2b86dffdb7c6ab8,LEARNER,08/06/18 7:15
01e112cc5e11b3a24190b7efbb3b7705c3417220,LEARNER,05/07/18 12:21
01e4a713b5bd53dbad9b3395ca1b828a86f8d737,LEARNER,01/07/18 13:42
01eb28389f1d13ac2de86c9af0f42f39d7eed67e,LEARNER,17/08/18 8:44
01eb8081fd363a8239b2c7a1fef8d7068a45b2d6,LEARNER,17/06/19 16:45
01ec1dc2f22834de01046b0163ef7ff60bd35327,LEARNER,27/05/18 16:30
01f203d02f1c5680bfb6f8ac7095e78f6dd8aaf6,LEARNER,28/05/18 16:33
01f2bd00ac7ed1675fbc6343828796b3c05e505a,LEARNER,12/06/18 13:43
01f38e188afe3dc97457ce7a85095b5726c44770,LEARNER,24/05/18 1:52
01fa661aeebe16fc2ce9d411bb686c550309d5f8,LEARNER,29/05/18 2:07
01fbed6ac6702b68be1514b0f6268256fe4fa253,LEARNER,19/11/18 8:43
01fc17944fdac9746f963d2744469d03bf0834c7,LEARNER,09/06/18 17:27
0200b739c759b5a15ffa520e52fcb549a2bd310e,LEARNER,18/06/18 19:12
02017e79b5b087baed4d046d4f5b900490f52004,LEARNER,30/06/18 21:33
0208239f4ac4711278d120af10bcacfba6896cf6,LEARNER,18/09/18 13:23
020c7bf07d2fe8a3482fe31c4989855cce7d0c32,LEARNER,06/11/18 13:27
0211db737a9e23b8e570d1de21155a94fa7f1001,LEARNER,22/05/18 10:54
02127aee1b78a9a21689617146cc3fbc96b5b600,LEARNER,27/11/18 5:48
021a201122e067a9b38e1dbbbc085acec59f9a19,LEARNER,13/01/19 4:42
021bcd35e8198bddbd97dbe76aa93f9dece83eeb,LEARNER,01/06/18 3:49
021bd45c161a9bc1bbfa71b20e5c941284af92d4,LEARNER,26/12/18 20:49
02265d9dc9b47b14514173834c9d9f92b70f6137,LEARNER,19/06/18 14:44
022756ffc9585464b86f7bd9504387897161a370,LEARNER,03/10/18 10:32
0229680f56d9e37f4244e2c442bad70f5284cf65,LEARNER,11/06/18 15:10
022af6a1d01857f3a8ee5c2416864bcb2bb19035,LEARNER,24/05/18 5:24
022fdcbb50e2a1c71cba49eee83b9cf9bb4c63b5,LEARNER,25/06/18 21:54
0230591d4ff95a18467065e67dc9762ebe97c968,LEARNER,10/05/19 4:51
0233d68e5d3c2f0c1365a88c4512e7676242a7dc,LEARNER,20/08/18 8:31
02398b81a67bf78b41f0e8b31c2054538bafa9a5,LEARNER,24/10/18 2:43
023cb6368ce0f5b9d44aa2be3400a683345392e5,LEARNER,12/03/19 6:09
023cc1ea33d4292c5a6d32a30be9bc5f4b7a4ca8,LEARNER,27/03/19 15:30
023deecc36c6988d5e929daf1f360d982628c892,LEARNER,13/07/18 16:03
023ed0e9d685c7a46e61823a0905e2ea789b894d,LEARNER,03/10/18 15:29
024a655b5fdd9e94eae96235b0895ea251a5348a,LEARNER,14/10/18 16:21
024adcc1dac5066cdeb56b161d17019c7ab0095f,LEARNER,05/12/18 1:27
024b3d3b3c885af0eedc033a645c9730f144c143,LEARNER,19/09/18 15:16
024cdc0a0d0a4348d8c144c65d6110f321585975,LEARNER,07/10/18 14:20
025032dcfd4ca59c4c66bb0bb9a3085891bd8fe1,LEARNER,04/11/18 17:50
025518668d44739dda532a0acc7c350060aacfb8,LEARNER,08/06/18 18:16
025a1ab032f55d24d5f2b86a8fede5f2900319af,LEARNER,25/01/19 16:03
02608f6df054938f8f489e10d5269235c4037b94,LEARNER,21/01/19 16:57
0260c7112e063b75a49b5370b55e7f48f9a562ad,LEARNER,01/08/18 18:33
02624fa01adea3a46a1c15f84dd17353d2f2f082,LEARNER,20/07/18 22:26
026305d7bdde126af253dcf6684eb86f355d5342,LEARNER,02/06/18 3:19
0263144ebf00792682056a8768a3857e03df1f47,LEARNER,26/06/18 9:24
0265e29cc91303ece6833f7b096fd569ffaacafc,LEARNER,24/11/18 16:11
02664a3993760c38eb5b4eea8064dc1165db29a2,LEARNER,05/11/18 4:08
026a21b90a67cab852e8bcbe8b22dd9cf10c6bc4,LEARNER,28/10/18 15:09
026a863a8d91f62eaf81f1c190a8572d5bfe4259,LEARNER,03/12/18 23:29
026c365c950730f919743f80b1dcab579cf04db9,LEARNER,26/03/19 9:14
0271926bd7c32d6407ec60d2fd39a188af0c639a,LEARNER,16/07/18 18:49
0271ca41d021a5ca7f77ddefe105bd1871152eba,LEARNER,13/08/18 15:29
0271fcc273b1262178bb8a1380e1f7bbcc2c3ccc,LEARNER,07/06/18 13:21
02755c0fe9d2fe3bbc33c87b435ba7d056cce284,LEARNER,09/10/18 12:10
0275c8eb6f920556cbe1f44986e74e6dc09f1f1a,LEARNER,23/05/18 10:23
02765611efcb3ff15c49695371dbefc3e5f2480f,LEARNER,18/07/19 11:44
02796ff2a258286a820d3055a7d1ff154dc0d3f4,LEARNER,01/02/19 2:19
027cf1f8d5feeb4583f393f8dc110ea57a38e1bf,LEARNER,05/09/18 19:14
027fa626030913bda8911b3e4fb6f67b71a6c089,LEARNER,16/10/18 16:12
02841f1bae5233b0e8618978373fa9b6ea950640,LEARNER,04/05/19 19:57
028592f11b6b76afc97de31ac65d5579f78a0a7c,LEARNER,09/07/19 22:54
028a504f5322f110eccc66b92b0542cf3988368f,LEARNER,24/05/18 15:28
028deb5ee6f85bb194b9f2757def7f619de5a029,LEARNER,09/05/19 16:53
028ec924c633c939fe85fd071a9ce68e5b1d42b1,LEARNER,03/05/19 8:12
028fcdfbf5cf97d18381b9c5d44de17a324e5a6e,LEARNER,13/06/18 4:35
028fcdfbf5cf97d18381b9c5d44de17a324e5a6e,NOT_ENROLLED,27/10/18 9:27
02915236ddf3b9f2fb8b9f0d97374d9d6d3dfb7c,LEARNER,19/07/18 16:11
02919e942c8441b9c25a93665fdbadb605d035df,LEARNER,29/05/18 10:28
0295de2e9a0f0e617bbb9782eeb3fa760c407566,LEARNER,12/12/18 21:36
0298ce21c13420bd4e37d96ce455e018748753b9,LEARNER,11/03/19 20:11
029bcd6bab9a1ff1ed904cc57a64021f60baea72,LEARNER,01/10/18 15:38
029cc34a228f0857c1b26e5b2db3480fa82d5f2d,LEARNER,07/02/19 20:08
029cc34a228f0857c1b26e5b2db3480fa82d5f2d,NOT_ENROLLED,14/02/19 18:28
02a2b74d25b6bafaab47566f5c64c2b0ce2b0f15,LEARNER,28/08/18 8:37
02a78ad54d5c4198a92ae0e886cc57d03c89b17c,LEARNER,10/10/18 18:16
02ac521e6044f334349fe9feb2e8721d4390e87f,LEARNER,29/05/19 14:07
02b3d47aabbff14af2ff66ba2e1755c59ee5c247,LEARNER,27/03/19 14:55
02b4f6c2594fd8354f1fe26d623b64f0b1b16904,LEARNER,22/05/18 12:45
02b61329fd6acc430042e562ae4a03f8e9ba484a,LEARNER,12/05/19 7:03
02b7e37716a0d61f02d7e6570b96404ac476c69a,LEARNER,19/06/18 13:09
02bb02aeb232d6749705153440dbd7ee8226f39c,LEARNER,13/06/19 20:54
02bb8ba83911e0f2616ddb9af28c5e3a95323a5a,LEARNER,04/09/18 22:53
02bc42c750fb8badf3b2c5f343e8d969917d0c82,LEARNER,03/11/18 15:18
02c320574ba2552059ccaee0aec963a6fdbdd67a,LEARNER,16/11/18 12:13
02c44756c13687e3c5901a68640a9282e4bab02f,LEARNER,11/06/18 5:37
02c89cd46735374aa14733a78e7fa982b008e0dc,LEARNER,24/05/18 8:18
02ca9a934bc1643fd66a508141fbc0e9fd159a7d,LEARNER,18/08/18 8:49
02cac33bc5e555a72a10efe26b0ca3dd5742ce32,LEARNER,27/11/18 21:41
02cb46de6db974a274eaa175135b9e3056fb3f57,LEARNER,21/06/18 20:29
02ce23966f1e730db0cc5526f4e8b0a41065cbf6,LEARNER,30/11/18 14:02
02d0b54b8491abed3194bed85b11097b812cd0d5,LEARNER,24/05/18 17:34
02d3c6b2d5416cf4f2e3364b5917b394e71d131a,LEARNER,08/06/18 9:03
02d668dff63944d6b3d3ceb461fd883e82b94ee6,LEARNER,08/06/18 3:57
02d7fb23b71fec0547490d7b2279d658d49e5af8,LEARNER,04/07/18 8:39
02d9aff76ff58c28d7655c01c3c1eca29c708db4,LEARNER,10/03/19 8:38
02e4e442005f11e16cc5216fe57aefd6806ce1d0,LEARNER,07/07/18 12:20
02e9ec699c8917fc98b0f15c5311156ef18543c9,LEARNER,23/05/18 23:16
02eb6a5bfdd3872ffec4dd2fb2ad11e7b75c06d9,LEARNER,05/09/18 11:30
02edde28705d3a99560af9edbd1ee6e8bb6ad38c,LEARNER,27/01/19 17:35
02f02ddf1f6b645bf29a4eaa89e36c0cbdeff345,LEARNER,27/01/19 16:50
02f20111435ab816061605593e7fa1a51b0fafee,LEARNER,20/01/19 21:05
02f58d7536386a7c5a82e819f1222d873b20cd7e,LEARNER,12/06/18 18:36
02fa1d9aea2895f4bb758b9dbd47fb8f4f1accea,LEARNER,16/11/18 14:24
02fa329e288ac7dbc63ec236ce8265ecaab3d519,LEARNER,23/01/19 20:07
02fac80f36dca2265cf6edc80254dacaf395ada2,LEARNER,21/06/18 15:51
02ff091fff21c7d9fa745178ec8eb02fe28d509d,LEARNER,03/01/19 20:41
0301ffa82befe7955cb70cd225cc8ae1f8adce50,LEARNER,12/03/19 13:35
03067fe820af6296505f1ab8560126d9386dc37a,LEARNER,02/06/18 6:53
0308ee4a10321f613d5cedd596aa32ccc38cded9,LEARNER,03/11/18 16:21
0310f96eaf70320732514b9077164ac11129f7ca,LEARNER,24/05/18 4:52
03137f8cfa412296e4044981f9b0644c939fbc18,LEARNER,01/10/18 12:28
0317f7c9e9020400de85ddc4f6cc27109160276a,LEARNER,18/04/19 14:24
031a35d8f0d10c5cff5e8ababce1b62713922246,LEARNER,12/07/18 17:01
031c82c5846765fda0cf30f8ddac0bbf48f76ff8,LEARNER,01/10/18 14:25
031d9193b78463c509015bb1fd3dbbfd8b955fd6,LEARNER,15/05/19 8:53
032647c903bc2362334896ebac71c9502812f704,LEARNER,18/07/18 8:02
032e8bbdc299a9f9b6b9026b3eca7e4b8d3b1944,LEARNER,27/01/19 15:44
03319e85f955dd7cc5d891659661fb87cacd4d9e,LEARNER,02/09/18 23:04
03353287cd32674f33d4fe515d00f259f1cec6f7,LEARNER,01/03/19 8:59
